"","imdb_score","director_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","gross","budget"
"2175",8.1,0,4251,0,56667870,2e+07
"2176",5.7,30,2390,0,56398162,2e+07
"2177",4.4,0,6657,8,60072596,2e+07
"2178",7.9,13000,42330,0,56362352,2e+07
"2180",4.8,0,2753,5,65623128,2e+07
"2182",6.7,24,18786,9,55461307,2e+07
"2183",2.7,64,6539,0,48546578,2e+07
"2184",5.8,2,3402,1,48423368,2e+07
"2186",5.4,0,4480,0,47887943,2e+07
"2187",4.1,19,1383,0,46363118,2e+07
"2188",5.9,9,1825,0,47852604,2e+07
"2189",6.3,25,575,0,45542421,3e+07
"2191",6.8,132,2851,0,42652003,2e+07
"2193",2.3,82,4293,11,39737645,2e+07
"2194",6.9,468,2024,0,37567440,2e+07
"2195",8.1,310,1058,2,44988180,2e+07
"2196",6.1,119,2382,1,39263506,2.2e+07
"2197",5,70,5746,0,39143839,2e+07
"2198",5.5,8,1660,1,37672350,2e+07
"2199",6.2,12,20188,2,38037513,2e+07
"2200",6.2,272,52571,1,37442180,2e+07
"2202",6.3,210,1454,1,35596227,2e+07
"2203",6.7,16,1735,1,35422828,2e+07
"2204",3.5,82,2898,7,36658108,2e+07
"2206",6.6,189,4662,8,34290142,19800000
"2207",7.5,53,33903,0,33422556,2e+07
"2208",7.2,406,2609,5,32774834,3e+07
"2209",4.8,34,1945,0,34334256,1.1e+07
"2210",6.6,36,12338,0,32051917,2e+07
"2211",3.5,92,34319,8,32014289,2e+07
"2213",7.6,835,13189,1,31838002,2e+07
"2214",6.3,58,389,2,36874745,2e+07
"2215",5.5,17,1083,0,30079316,3.5e+07
"2216",6.3,12,2462,4,35033759,1.9e+07
"2217",6.5,39,14275,3,29753944,2e+07
"2219",6.9,108,1136,3,31146570,2e+07
"2222",6.1,154,3174,1,53146000,2e+07
"2224",8.3,1000,19364,1,34126138,2e+07
"2225",5.8,99,4813,6,25677801,2e+07
"2226",6.8,453,33878,4,26415649,2e+07
"2228",5.9,26,3327,5,25584685,2e+07
"2230",6.4,14,5707,1,31584722,2e+07
"2232",5.1,19,3590,0,23078294,9e+06
"2234",5.3,0,2486,0,25077977,2e+07
"2235",5.3,212,3261,0,23292105,2e+07
"2237",4.9,0,88422,4,20916309,4e+07
"2238",6.8,835,3598,0,21200000,2e+07
"2239",7.1,24,1780,0,28876924,2e+07
"2241",6.1,0,5123,0,20241395,2e+07
"2243",8.5,13000,1885,2,32000000,806947
"2244",5.9,41,3301,3,19151864,4e+07
"2245",6.3,19,18760,0,23393765,2e+07
"2246",5.9,0,4039,3,18882880,2e+07
"2247",5.4,15,1761,0,8500000,2e+07
"2249",6.9,160,1816,2,18252684,3e+07
"2250",7.5,57,17050,2,19661987,2e+07
"2251",8.2,0,18752,0,18352454,1.5e+07
"2252",5.9,480,4374,1,17803796,2e+07
"2254",7.3,0,23296,2,25753840,1.9e+07
"2255",6.4,0,861,0,18081626,2e+07
"2256",6.6,0,25263,1,17518220,2e+07
"2259",4,0,8189,1,16988996,3.5e+07
"2260",7.6,395,904,0,15797907,2e+07
"2261",7.7,0,7567,0,16248701,2e+07
"2262",5.8,2,2915,0,15712072,2e+07
"2263",5.2,308,44061,1,191449475,3.7e+07
"2264",5.6,13,2698,3,15408822,2e+07
"2265",5.3,143,1189,2,15464026,2e+07
"2267",6.6,126,1934,6,8000000,2e+07
"2269",1.9,82,2857,0,14174654,2.5e+07
"2270",5.7,190,137712,6,15988876,2.7e+07
"2271",6.6,36,15183,1,13801755,2e+07
"2272",6,20,15713,1,13987482,2e+07
"2274",4.8,272,1189,1,12181484,4e+07
"2275",6.2,83,30541,0,13630226,2e+07
"2276",7.5,11000,4302,4,13383737,2e+07
"2277",6.3,6,908,0,13391174,2e+07
"2279",6.6,563,13156,1,12469811,2.2e+07
"2280",6.1,394,2880,2,12398628,2e+07
"2281",6.7,192,500,3,13214030,2e+07
"2282",5.6,212,2799,1,12232937,2.2e+07
"2284",4.3,18,1151,0,11784000,2e+07
"2287",6.3,214,27214,3,12626905,2e+07
"2288",7.4,11000,11867,2,10569071,2e+07
"2290",6.6,53,16926,1,13650738,2e+07
"2291",6,277,24887,0,10555348,2e+07
"2292",6.8,11000,1614,0,9714482,2e+07
"2293",7.4,0,24324,0,8579684,9e+06
"2294",6.8,0,3309,0,9525276,2e+07
"2295",7.2,52,23409,1,8855646,2.1e+07
"2298",4.5,10,2700,3,8104069,2e+07
"2299",6.3,54,2730,3,8054280,2e+07
"2301",6.7,0,707,0,8093318,2e+07
"2302",2.8,3,2185,0,7382993,2e+07
"2303",5,9,3177,19,8888355,2e+07
"2305",4.3,119,2907,2,7001720,1.2e+07
"2308",5.3,29,4218,4,6563357,2e+07
"2312",7.1,0,39507,0,5480996,8700000
"2313",7.2,150,21200,2,6002756,2e+07
"2315",6.4,650,1573,3,5205343,2e+07
"2316",6.1,143,2295,1,5005883,2e+07
"2317",7,78,3979,0,5749134,2e+07
"2319",7,18,64,0,4234040,2e+07
"2320",7,162,36398,0,4001121,2e+07
"2321",4.9,19,30134,3,3749061,2e+07
"2322",6.9,0,3014,4,3519627,2e+07
"2323",7.5,0,24732,0,3081925,2.1e+07
"2326",4.5,42,1462,0,2000000,2e+07
"2328",7,14,3384,4,2246000,2e+07
"2329",2.8,121,2467,2,1646664,2e+07
"2330",7.5,110,25088,2,1190018,2e+07
"2332",6.4,115,11433,2,882710,2.4e+07
"2333",6.7,12,1978,0,1064277,2e+07
"2334",5.3,11000,22319,0,531009,1e+07
"2336",6.2,25,20354,0,375474,2e+07
"2338",6.4,58,1592,1,305070,2e+07
"2341",5.1,14,1577,1,1183354,2e+07
"2342",5.5,3,15612,3,121972,2.2e+07
"2344",5.4,278,3785,2,263365,2e+07
"2357",8,0,2398,1,184208848,2.2e+07
"2358",5.7,52,5547,0,100292856,2e+07
"2359",6.8,17,15914,1,58571513,1.9e+07
"2360",5.9,15,3092,2,51431160,2e+07
"2361",7.2,0,1212,0,103001286,1.5e+07
"2362",5.5,17,3023,0,41867960,2e+07
"2364",8.5,0,3230,0,210609762,1.9e+07
"2365",5.6,37,2872,0,40846082,1.9e+07
"2366",4.1,0,1465,6,51697449,1.3e+07
"2368",6.1,8,1292,2,27758465,1.9e+07
"2369",5.4,189,2020,2,56127162,1.8e+07
"2373",6.5,42,2609,0,39103378,2e+07
"2377",7.6,33,1985,1,21483154,1.9e+07
"2378",6.5,51,4324,1,8396942,1.9e+07
"2379",6.4,14,4094,2,12561,1.9e+07
"2381",6.3,31,5519,4,6923891,2.3e+07
"2383",5.7,22,2,0,2119994,1.9e+07
"2386",6,15,120797,0,64255243,1.9e+07
"2387",7.7,0,25489,0,22245861,1.9e+07
"2390",7.7,0,43105,0,10562387,18500000
"2391",6.4,0,7252,3,18439082,18500000
"2392",6.4,89,2771,3,150056505,1.8e+07
"2393",6.9,55,2085,0,119938730,1.8e+07
"2394",7.3,545,28018,1,114968774,1.8e+07
"2395",7.3,119,505,1,128505958,1.8e+07
"2396",6.2,126,4380,1,95001351,1.8e+07
"2397",6.6,12000,14762,1,76400000,1.7e+07
"2398",6.7,301,2759,0,75072454,2e+07
"2399",5.7,31,2604,1,65535067,1.7e+07
"2400",3.1,179,15044,1,13998282,1.6e+07
"2401",6.3,15,1615,0,6061759,1.7e+07
"2402",5.7,8,3956,4,64955956,1.8e+07
"2403",7.1,72,3151,2,60057639,1.8e+07
"2404",7,116,10557,2,53868030,1.7e+07
"2405",6.1,52,2259,10,59573085,1.8e+07
"2406",6.6,42,3567,2,52691009,2.1e+07
"2407",7.8,323,4223,1,59735548,1.5e+07
"2408",8.3,869,3076,0,51600000,1.8e+07
"2409",3.9,29,4867,0,43818159,2e+07
"2410",7,70,5032,4,86049418,1.7e+07
"2411",6.7,22,1310,1,43601508,1.8e+07
"2414",6.3,0,14672,0,41382841,1.8e+07
"2415",7.8,0,21668,8,42335698,1.8e+07
"2416",7.3,11000,1353,1,33404871,1.8e+07
"2417",7.6,521,313,0,31471430,1.5e+07
"2418",5.3,23,4868,2,30222640,2.5e+07
"2419",7.9,380,32930,3,26830000,1.8e+07
"2420",5.3,8,2653,2,26906039,1.8e+07
"2421",6.8,0,4877,0,21378000,1e+06
"2422",7.1,80,5024,1,43853424,1.8e+07
"2424",5.8,62,727,1,23993605,1.8e+07
"2425",5.8,130,2481,1,26400000,1.8e+07
"2426",8.3,17000,23008,1,45250,1.8e+07
"2427",5.6,7,4947,0,22927390,1.8e+07
"2428",6.8,272,605,1,4250320,1.8e+07
"2429",5,64,5734,0,22452209,1.8e+07
"2430",7.6,0,11984,0,18329466,1.8e+07
"2431",6.7,11000,23283,0,17071230,1.8e+07
"2432",6.7,13,1201,2,17174870,1.8e+07
"2433",5.7,24,10691,13,26284475,1.7e+07
"2434",5.2,38,18711,0,16702864,1.8e+07
"2435",7.5,34,21622,0,15561627,1.8e+07
"2438",6.5,44,16004,2,15281286,1.8e+07
"2439",5,28,927,0,8000000,1.8e+07
"2440",6.1,128,14995,0,13491653,1.8e+07
"2442",4.4,31,676,1,10494494,1.8e+07
"2443",7.5,0,1466,0,7837632,1.8e+07
"2444",5.7,0,1673,2,15155772,1.8e+07
"2445",5.5,6,2368,1,8508843,1.8e+07
"2447",5.9,213,711,0,6734844,1.7e+07
"2448",6.7,25,1263,0,6000000,1.8e+07
"2450",7.9,13000,56585,1,5887457,1.8e+07
"2451",6.9,655,39307,1,13362308,1.8e+07
"2454",3.5,379,1356,2,5333658,2e+07
"2458",6.4,11000,14843,2,3203044,1.8e+07
"2463",5.9,28,2319,2,3500000,2700000
"2464",7.2,154,4094,0,676698,1.8e+07
"2476",7.6,99,17584,2,121463226,2e+07
"2479",6.2,209,816,2,58006147,2.3e+07
"2480",6.5,19,14385,1,51053787,17500000
"2483",4.4,148,1373,5,7017178,17500000
"2485",6,0,245,0,325491,17500000
"2486",7.6,448,956,0,96471845,1.7e+07
"2487",8.4,0,4228,1,85200000,18500000
"2488",7.9,165,1164,1,72000000,1.7e+07
"2489",5.6,13,50284,1,72219395,1.7e+07
"2490",6.5,42,3627,1,82389560,1.7e+07
"2491",7.5,729,2170,0,71502303,1.2e+07
"2492",6.3,422,35345,2,19179969,17500000
"2493",7.9,0,4400,0,47000000,3e+05
"2495",5.1,9,2164,1,37566230,1.7e+07
"2496",6.7,92,5306,5,70492685,1.7e+07
"2499",5.6,36,3294,0,37939782,1.7e+07
"2500",6.8,364,25549,0,172051787,1.7e+08
"2501",6.2,12,9271,2,30324946,1.7e+07
"2502",5.6,33,17396,1,27854896,1.7e+07
"2503",6.4,192,4500,0,41777564,1.5e+07
"2504",5.6,39,2713,1,22734486,1.7e+07
"2505",7.4,51,952,0,44469602,1.7e+07
"2508",7.2,36,12676,4,64998368,1.7e+07
"2509",4.9,19,3344,2,19693891,3.4e+07
"2511",4.8,11,4060,0,12693621,1.7e+07
"2512",3.1,0,2135,2,15655665,4e+06
"2513",5.8,11,2020,0,11634458,1.7e+07
"2514",6.7,847,6317,1,27154426,1.7e+07
"2516",6.5,201,673,0,54239856,1.7e+07
"2517",5.9,80,2016,1,8662318,1.7e+07
"2518",5.5,80,5992,6,7156725,1.9e+07
"2524",7.6,168,4210,3,39825798,1.6e+07
"2525",6.4,4,1262,0,2000000,1.7e+07
"2531",4.1,57,730,1,4930798,1.7e+07
"2532",6.8,6,5433,1,59847242,16500000
"2533",6.5,30,25173,2,220914,16800000
"2534",7.6,168,4210,3,39825798,1.6e+07
"2535",7.4,0,1607,2,43848100,1.5e+07
"2536",7.7,0,41059,2,42700000,16500000
"2538",6.3,18,2785,2,11702090,16500000
"2539",7.6,26,2282,0,13005485,1.5e+07
"2540",8,608,51609,0,95860116,16400000
"2541",7.3,137,2985,2,127175354,1.6e+07
"2542",7.6,0,485,0,92823600,1.6e+07
"2543",7.8,0,2330,0,54000000,1.6e+07
"2544",6.5,480,3889,5,68525609,15600000
"2545",6.4,48,23369,0,52885587,1.6e+07
"2547",4.8,687,12183,1,42638165,1.6e+07
"2548",7.8,0,27911,2,45507053,1.6e+07
"2549",5.9,473,26402,0,39511038,1.6e+07
"2550",5.4,19,824,0,6462576,18500000
"2551",3.3,11,3058,2,40363530,1.6e+07
"2554",5.4,14,4194,0,33357476,3.5e+07
"2555",6.4,309,3107,2,28734552,1.6e+07
"2556",4.8,26,5349,1,37300107,1.6e+07
"2557",5.9,29,2543,0,27087695,17700000
"2558",5.5,23,874,2,30102717,1.5e+07
"2560",4.9,15,3485,4,26896744,16500000
"2563",6.7,24,18786,9,55461307,2e+07
"2564",5.3,7,3451,3,20627372,1.6e+07
"2565",7.2,7,2572,0,16346122,1.6e+07
"2566",5.1,45,24805,1,16204793,1.6e+07
"2567",5.6,22,11078,0,15427192,1.6e+07
"2568",7.6,11000,1653,0,14792779,1.6e+07
"2569",3.1,179,15044,1,13998282,1.6e+07
"2570",7.2,47,22088,0,19057024,1.6e+07
"2571",5.7,6,1882,1,14108518,1.6e+07
"2572",5.2,121,14677,0,13854000,2e+07
"2573",7.7,438,33865,2,77324422,2.6e+07
"2577",6,28,1227,0,4734235,1.5e+07
"2578",6.6,11000,12766,0,4839383,1.6e+07
"2579",6.8,89,2518,0,4193025,1.5e+07
"2581",7.2,369,1889,1,2849142,1.6e+07
"2582",2.8,34,3100,1,1686429,1.6e+07
"2583",6.6,115,11019,3,1984743,1.6e+07
"2586",4.4,29,3935,9,13922211,1.6e+07
"2590",5.1,143,3086,2,2964,1.6e+07
"2593",6.6,0,2896,1,2428883,1.6e+07
"2594",4.5,10,3104,3,13571817,15600000
"2598",5.9,7,4329,0,1181197,15500000
"2601",7.3,102,3464,1,234760500,1.4e+07
"2602",7.5,0,7521,5,285761243,1.8e+07
"2603",5.9,12000,21499,4,167780960,1.1e+07
"2604",7.4,521,14701,1,177200000,2.2e+07
"2605",6.9,12000,13069,2,176781728,1.5e+07
"2607",8.4,0,19078,0,130058047,1.5e+07
"2609",6,425,2151,1,111936400,1.5e+07
"2611",6.8,4,30978,1,317040,15500000
"2612",7.8,14000,2592,0,94175854,1.5e+07
"2616",6.1,6,2419,1,69800000,1e+07
"2618",6.2,87,20154,1,64001297,1.5e+07
"2620",7.9,0,4400,0,47000000,3e+05
"2621",7.4,11000,3617,1,61400000,1.5e+07
"2622",6.6,79,1018,0,101978840,1.5e+07
"2624",7.5,13000,1953,3,73326666,1.5e+07
"2625",5.6,0,6510,8,55184721,1.5e+07
"2626",7.3,44,29370,4,50003300,1.5e+07
"2628",5,165,2452,0,47860214,1.5e+07
"2629",5.4,189,3707,1,47811275,1.5e+07
"2631",7.1,272,29252,0,43022524,1.5e+07
"2632",5.3,13,3423,1,42672630,1.7e+07
"2633",6.5,29,15800,1,42919096,1.5e+07
"2634",6.2,66,4567,0,42592530,1.5e+07
"2635",6.4,0,12170,1,40064955,1.5e+07
"2637",6.9,446,40117,3,44886089,1e+07
"2638",5.7,11,15369,0,37882551,1.6e+07
"2639",7.7,453,27788,2,40983001,7e+06
"2640",5.4,488,44037,1,20991497,3.7e+07
"2641",5.6,357,26652,0,35007180,1.5e+07
"2643",5.1,14,4435,3,34308901,1.6e+07
"2644",6.8,18,22383,2,33771174,1.5e+07
"2646",4.9,0,3226,0,33386128,1.5e+07
"2647",7.1,212,4896,1,37877959,1.5e+07
"2648",6.6,29,3861,0,32721635,1.5e+07
"2649",6.1,6,2666,0,31585300,1.5e+07
"2650",4.1,28,5440,5,30259652,1.5e+07
"2651",5.8,255,18003,0,163192114,1.25e+08
"2652",8.1,0,20060,0,30857814,1.6e+07
"2653",7.6,18000,22745,1,30226144,1.5e+07
"2654",7.8,0,34337,0,35054909,1.5e+07
"2656",6,13,1450,0,29106737,1.5e+07
"2658",6.7,49,525,0,30127963,1.5e+07
"2659",6.4,61,3462,5,32645546,1.4e+07
"2660",7.2,107,5135,0,27441122,1.5e+07
"2661",7.4,5,2044,1,28014536,1.5e+07
"2662",4.8,3,16461,3,33860010,1.5e+07
"2663",4,31,608,0,26421314,1.5e+07
"2664",6.2,26,1812,0,24881000,1.5e+07
"2666",6.7,20,1002,2,26161406,1.5e+07
"2668",7.9,0,3677,15,26384919,1.5e+07
"2669",5.5,11,2210,0,22189039,1.5e+07
"2670",6.2,15,3845,0,20998709,1.5e+07
"2671",5.1,7,2559,0,20801344,1.5e+07
"2672",4.1,83,2682,2,21468807,1.4e+07
"2673",6.7,13,2661,2,19158074,1.5e+07
"2674",4.7,8,1045,1,18843314,2e+07
"2675",6.4,10,2958,2,20566327,1.5e+07
"2678",7.3,310,34413,3,21383298,1.5e+07
"2679",6.3,79,3033,2,24984868,1.5e+07
"2681",7.6,0,11114,0,15700000,1.5e+07
"2682",6,73,3444,1,15100000,1.5e+07
"2683",6.2,181,14025,1,14938570,1.5e+07
"2685",4.5,374,2689,1,14249005,1.5e+07
"2686",5.7,12,568,0,12701880,1.5e+07
"2688",4.6,36,2764,1,12801190,1.5e+07
"2689",6.2,16,3633,4,12549485,1.5e+07
"2690",7,92,17627,0,13766014,1.5e+07
"2691",6.9,0,2633,1,13034417,1.5e+07
"2693",6.7,164,1172,3,12212417,1.5e+07
"2694",5.6,745,15209,2,11614236,1.5e+07
"2695",6.6,34,729,7,13337299,2e+07
"2696",6.4,11000,12685,0,10763469,1.5e+07
"2698",5.4,561,2377,3,15608545,1.5e+07
"2699",5,23,2913,2,10443316,1.5e+07
"2700",5.1,4,3142,1,10494147,1.5e+07
"2702",5.9,80,4676,0,10411980,1.5e+07
"2704",8.2,0,47728,1,17439163,1.5e+07
"2705",7,153,5012,0,9396487,1.5e+07
"2706",6.6,41,1873,1,9059588,1.5e+07
"2707",6.7,187,12178,0,9172810,1.6e+07
"2708",5.5,9,13524,4,8735529,1.5e+07
"2709",4.9,2,3161,4,8586376,2e+07
"2712",5.6,6,10732,0,8080116,1.5e+07
"2714",5.3,24,3322,6,9123834,1.5e+07
"2715",6.2,11,33153,4,6409206,1.5e+07
"2716",5.3,96,25637,1,6373693,1.5e+07
"2717",6.6,835,14544,1,7556708,1.5e+07
"2718",7.2,11000,2717,1,5306447,1.5e+07
"2719",4.6,52,2312,4,5217498,1.5e+07
"2722",7.6,1000,23932,2,4235837,1.5e+07
"2723",6.2,6,3654,0,4002955,2e+07
"2726",6.3,11000,19310,0,3247816,2.2e+07
"2730",5.3,70,1351,0,1953732,1.5e+07
"2731",6.3,0,4834,0,1954202,1.5e+07
"2732",6.5,0,6748,0,1294640,1.5e+07
"2737",6.8,39,14889,2,529766,7e+06
"2744",6.1,129,18639,0,73548,1.5e+07
"2746",5.1,68,32814,5,28870,1.5e+07
"2748",5.9,17,1245,1,20380,1.5e+07
"2756",8.1,11000,15500,1,70906973,14600000
"2757",5.7,13,38963,3,66009973,14800000
"2758",6.8,1000,33791,2,46338728,14500000
"2761",8.3,16000,28544,1,101157447,14400000
"2764",6.9,213,1639,0,156645693,1.4e+07
"2765",6.9,0,11135,2,178406268,1.4e+07
"2769",7.2,0,12098,0,70001698,1.4e+07
"2770",6.9,226,2496,1,68856263,1.5e+07
"2771",5.5,71,14159,0,51527787,1.5e+07
"2772",5.9,30,2348,0,49122319,1.4e+07
"2774",5.2,41,3544,0,61356221,1.4e+07
"2777",5.5,9,3500,4,38048637,1.4e+07
"2778",7.7,350,35501,2,34700000,1.4e+07
"2780",6.7,116,552,1,34793160,1.4e+07
"2781",5,54,10792,1,30628981,1.4e+07
"2783",6.6,12,49,0,25571351,1.4e+07
"2784",5.9,309,1620,0,27515786,1.4e+07
"2785",5.7,10,1421,2,25482931,1.4e+07
"2786",4.5,0,2348,1,19900000,2e+07
"2789",4.6,119,3007,2,15549702,1.4e+07
"2790",6.5,123,41359,4,15483540,1.4e+07
"2791",4.9,44,3299,2,20246959,1.4e+07
"2792",6,0,6861,0,15062898,1.4e+07
"2794",5.7,85,2777,0,15171475,8500000
"2796",6.9,0,3267,0,13640000,1.4e+07
"2798",4.4,52,3050,1,12610731,1.1e+07
"2799",5.4,189,3707,1,47811275,1.5e+07
"2800",7,0,13528,0,11204499,1.4e+07
"2801",5.4,70,2165,5,10397365,1.4e+07
"2802",5.4,90,3715,1,9402410,1.4e+07
"2804",7.6,143,15337,0,5459824,2.6e+07
"2805",5.9,49,12776,5,5108820,2.4e+07
"2806",6.6,956,10368,1,4741987,1.4e+07
"2808",3.9,12,417,4,3100650,1.4e+07
"2816",7,168,2243,0,183088,1.5e+07
"2817",6.5,50,14638,1,46495,1.4e+07
"2819",7.7,0,4377,0,1752214,1.4e+07
"2820",7.7,0,39789,0,83025853,1.4e+07
"2821",5.9,473,2690,0,190871240,1.25e+08
"2822",6.8,143,1724,1,56631572,1.2e+07
"2823",7.4,162,2447,2,15854988,13500000
"2824",5.1,38,4702,4,12282677,1.4e+07
"2833",7.3,272,50141,1,123922370,1.3e+07
"2835",1.6,209,714,1,73000942,1.3e+07
"2836",8,0,38072,1,106952327,1.3e+07
"2837",6.2,294,14160,0,58607007,1e+08
"2838",9,0,39960,1,57300000,1.3e+07
"2839",6.1,49,1307,0,91038276,1.3e+07
"2840",5.7,212,450,0,49369900,7e+06
"2841",6.8,36,7833,0,61693523,1.3e+07
"2842",5.5,8,6454,2,46729374,1.3e+07
"2843",6.8,58,1747,5,44726644,1.3e+07
"2844",7.3,51,20330,3,44134898,1.3e+07
"2845",6.1,38,2800,4,48637684,12500000
"2846",7.2,19,37907,6,38176108,1.6e+07
"2847",5.9,13,12687,1,28972187,1.3e+07
"2848",6.1,0,12322,2,27979400,8200000
"2849",6.8,174,971,0,54257433,1.7e+07
"2850",7.7,19,12755,0,23947,1.3e+07
"2851",4.9,13,2241,1,60008303,1.3e+07
"2852",6.1,17,6554,9,49121934,1.3e+07
"2853",2.5,84,2936,2,27141959,1.8e+07
"2854",6.1,6,3353,5,27052167,1.3e+07
"2855",5.9,15,2486,1,26539321,1.3e+07
"2856",5.7,5,2646,0,28501605,1.3e+07
"2857",5.6,12,2297,2,52543632,13200000
"2858",7.2,0,5371,0,25592632,1.8e+07
"2860",7.8,0,1171,2,22858926,1.3e+07
"2861",6.1,7,2815,2,22235901,6e+06
"2862",5.8,13,1921,0,38916903,1.3e+07
"2863",6.5,134,6214,2,16929123,1.4e+07
"2864",7.9,16000,751,0,13753931,1.9e+07
"2865",6.3,35,27806,0,10996440,1.3e+07
"2866",3.8,18,3352,0,8026971,1.3e+07
"2869",6.7,0,3092,4,7881335,1.3e+07
"2872",6,7,6485,3,5871603,1.3e+07
"2873",5.8,15,6910,4,16574731,1.3e+07
"2874",5.6,2,18864,0,5002310,1.3e+07
"2876",5.9,24,2730,0,25675765,1.3e+07
"2878",6.8,37,2417,1,3169424,1.3e+07
"2879",5.7,80,3004,2,18004225,1.3e+07
"2881",6.3,460,14372,2,3074838,1.1e+07
"2882",5.9,150,1679,3,2104000,1.3e+07
"2883",7.1,260,39473,0,28501651,2.6e+07
"2885",8,139,13631,2,17738570,1.3e+07
"2886",5.1,29,1139,1,1200000,3e+06
"2887",7.1,41,3474,4,1150403,1.3e+07
"2889",4.5,83,7875,0,1712111,8495000
"2891",4.3,11000,796,0,301305,1.3e+07
"2892",6.7,122,2812,0,51872378,1.3e+07
"2897",7.3,18000,20456,0,21078145,12500000
"2898",6.9,97,14347,1,14060950,12500000
"2899",8,12000,23602,3,12281500,1.3e+07
"2901",7.8,164,32288,1,10725228,12500000
"2902",6.1,187,1813,0,214966,1.3e+07
"2904",5.1,10,3142,2,11956207,1.6e+07
"2906",7.4,44,34351,1,5949693,1.2e+07
"2909",6.7,44,2004,2,1508689,1.6e+07
"2910",6.6,220,3337,3,1227324,12500000
"2911",6.4,34,2661,7,4360548,1.5e+07
"2912",6.7,20,26233,1,26589953,10500000
"2914",7.3,383,1833,0,48092846,12500000
"2917",8,607,2466,0,204565000,8e+06
"2918",8,14000,2047,0,260000000,8e+06
"2919",7,80,8134,6,101736215,1.1e+07
"2921",5.9,23,1044,1,79817937,2.5e+07
"2922",6.6,167,5165,8,91547205,1.2e+07
"2923",6.3,167,2754,0,75074950,1.2e+07
"2924",7.7,120,16539,2,78900000,1.1e+07
"2925",6.9,293,2462,1,72217000,1.2e+07
"2926",7.1,139,4537,0,79568000,1.2e+07
"2927",7.4,608,22479,1,65500000,1.2e+07
"2928",6.5,16,146,0,70011073,1.2e+07
"2929",6.5,98,21380,0,65269010,1.2e+07
"2930",6.8,406,17035,0,63071133,1.2e+07
"2931",7.5,16000,25522,5,39647595,1.2e+07
"2932",6.6,22,4065,2,38087366,1.2e+07
"2933",7.1,128,2054,0,64572496,1.2e+07
"2936",3.3,33,1531,1,37188667,1.2e+07
"2937",6.7,166,2043,0,54724272,1.2e+07
"2939",6.8,132,52138,0,31597131,1.2e+07
"2940",6,66,140268,0,31691811,1.2e+07
"2941",5.4,0,18765,1,31397498,1.2e+07
"2942",4.3,4,5006,5,31179516,1.2e+07
"2943",6.2,58,6105,2,31155435,1.2e+07
"2944",7.7,53,534,0,27281507,1.2e+07
"2946",7.4,278,7072,0,25776062,1.2e+07
"2947",5.9,4,52,0,25240988,1.2e+07
"2948",7.8,131,10565,0,124868837,1.2e+07
"2949",7.4,131,14890,2,22905674,1.2e+07
"2950",6.5,0,5592,10,25277561,1.2e+07
"2952",7,192,1254,0,21133087,1.2e+07
"2955",6.9,57,2944,1,18761993,9e+06
"2957",5.3,20,3963,3,18595716,1.2e+07
"2958",6.4,14,2753,2,31990064,1.2e+07
"2960",7.8,729,3798,0,17613460,1.2e+07
"2961",6.7,226,3931,1,21088568,1.3e+07
"2962",5.3,25,4551,0,17292381,1.2e+07
"2963",6.3,655,10575,1,16300302,1.2e+07
"2964",7,83,28767,1,27829874,1.2e+07
"2966",6.6,98,3250,1,12902790,1.2e+07
"2972",6,102,5780,0,22406362,1.07e+08
"2973",5.4,32,2393,3,10198766,1.2e+07
"2976",6.6,27,2440,1,7918283,1.2e+07
"2977",6.4,16,1819,0,22331028,1.2e+07
"2978",7,67,1141,3,8134217,1.2e+07
"2979",5.7,25,3848,0,6982680,1e+07
"2981",6.3,378,3535,0,5542025,1.2e+07
"2982",6.3,11000,943,0,5032496,1.2e+07
"2983",6.2,708,1291,0,6754898,1.2e+07
"2984",2.1,7,1445,2,4922166,1.2e+07
"2985",5,0,4497,3,4903000,1.2e+07
"2987",7.1,115,1540,0,3148482,1.2e+07
"2992",7,20,22577,5,3950294,1.2e+07
"2994",7.1,0,1292,4,1779284,1.2e+07
"2997",6.3,60,141,4,1506998,1.2e+07
"2998",7.3,19,1579,0,860002,1.2e+07
"3000",7.2,0,2126,0,447750,1e+07
"3001",6.4,94,1373,0,333976,1.2e+07
"3003",6.4,26,2073,2,303439,8e+06
"3007",4.6,18,17417,1,175370,1.2e+07
"3011",6.7,12,17883,0,177343675,1.35e+08
"3016",7.5,0,2059,1,14616,1.2e+07
"3020",6.6,52,2987,0,57469179,11500000
"3024",7.2,287,2053,0,148170000,1.1e+07
"3025",8.7,0,13485,1,460935665,1.1e+07
"3026",6,11,24063,1,35537564,11500000
"3027",8,767,1966,2,111722000,1.1e+07
"3029",4.5,197,3507,1,90556401,1.1e+07
"3030",7.9,737,23811,2,93571803,2.5e+07
"3032",7.5,36,3280,1,52929168,1.1e+07
"3033",6.8,15,20466,3,50461335,1.1e+07
"3035",7.2,42,3435,3,49797148,1.1e+07
"3037",7.1,541,2562,0,46563158,1.3e+07
"3038",7.4,163,2436,1,41227069,1.1e+07
"3040",6.9,16,6223,3,38201895,10500000
"3043",7.3,107,3376,5,37766350,1.1e+07
"3044",4.6,5,3850,1,23978402,1.1e+07
"3045",6,0,1852,0,21370057,1.2e+07
"3047",5.5,365,1661,0,4884663,1.2e+07
"3050",6.3,2,4291,0,13903262,1.1e+07
